"Bug ID","Product","Component","Assignee","Status","Resolution","Summary","Changed","Alias","Assignee Real Name","Blocks","Classification","Deadline","Depends on","Flags","Hardware","Keywords","Last Visit","Number of Comments","Opened","OS","Personal Tags","Priority","QA Contact","QA Contact Real Name","Reporter","Reporter Real Name","Severity","Summary","Target Milestone","URL","Version","Votes","Whiteboard"
233696,"z_Archived","TPTP","jgwest","CLOSED","FIXED","Linux AC with Local access rejects connections from local Eclipse Workbench","2016-05-05 10:53:16",,"Jonathan West",,"Eclipse Foundation",,,,"PC",,,13,"2008-05-23 11:19:04","Linux-GTK",,"P1",,,"analexee","Alexander N. Alexeev","blocker","Linux AC with Local access rejects connections from local Eclipse Workbench"," ---",,"unspecified",0,"closed460"
543346,"Community","CI-Jenkins","ci.admin-inbox","CLOSED","NOT_ECLIPSE","403 Forbidden when staging Soteria","2019-01-11 08:05:24",,"CI Admin Inbox",,"Eclipse Foundation",,,,"All",,,5,"2019-01-10 13:07:54","All",,"P1",,,"arjan.tijms","arjan tijms","blocker","403 Forbidden when staging Soteria"," ---",,"unspecified",0,
521626,"z_Archived","LSP4E","mlippert","RESOLVED","FIXED","latest change breaks 4.6 compatibility","2022-02-04 09:12:14",,"Martin Lippert",,"Eclipse Foundation",,,,"All",,,6,"2017-08-30 11:46:08","All",,"P1",,,"mlippert","Martin Lippert","blocker","latest change breaks 4.6 compatibility"," ---",,"unspecified",0,
285334,"z_Archived","TPTP","jgwest","CLOSED","FIXED","Error when profiling on Linux IA32 using the TPTP-4.6.1-200907310726 driver","2016-05-05 10:40:38",,"Jonathan West",,"Eclipse Foundation",,,,"PC",,,3,"2009-07-31 17:24:11","Linux",,"P1","kathy","Kathy Chan","slamers","Sean Lamers","blocker","Error when profiling on Linux IA32 using the TPTP-4.6.1-200907310726 driver"," ---",,"unspecified",0,
362507,"z_Archived","EDT","edt.javascriptgen-inbox","CLOSED","FIXED","NullPointerException on Plus and Concat in EList","2017-02-23 14:15:56",,"Project Inbox",,"Eclipse Foundation",,,,"PC",,,8,"2011-10-31 12:15:10","Windows XP",,"P1",,,"broy2",,"blocker","NullPointerException on Plus and Concat in EList"," ---",,"unspecified",0,
220920,"z_Archived","PDT","ganoro","CLOSED","FIXED","Eclipse freezing","2020-05-14 10:17:26",,"Roy Ganor",,"Eclipse Foundation",,,,"PC",,,11,"2008-02-29 07:01:33","Windows XP",,"P1",,,"drosophile","Baptiste","blocker","Eclipse freezing"," ---",,"unspecified",1,
156737,"WTP Releng","releng","david_williams","CLOSED","FIXED","50 plugins may need service field increased","2018-06-29 15:21:26",,"David Williams",,"WebTools",,156897,,"PC",,,12,"2006-09-08 13:21:18","Windows XP",,"P1","david_williams","David Williams","david_williams","David Williams","blocker","50 plugins may need service field increased","3.10.0",,3.10,0,
179574,"z_Archived","TPTP","hkyleung","CLOSED","FIXED","problem with dependency specification in feature.xml","2016-05-05 10:39:10",,"Hubert Leung",,"Eclipse Foundation",,,,"PC",,,4,"2007-03-27 14:03:27","Windows XP",,"P1",,,"hkyleung","Hubert Leung","blocker","problem with dependency specification in feature.xml"," ---",,"unspecified",0,"closed460"
251291,"z_Archived","TPTP","xubing","CLOSED","DUPLICATE","IAC does not start and failed with Connection refused on socket 5792","2016-05-05 10:50:25",,"Bing Xu",,"Eclipse Foundation",,,,"PC",,,6,"2008-10-17 18:07:08","Windows XP",,"P1",,,"ewchan","Eugene Chan","blocker","IAC does not start and failed with Connection refused on socket 5792"," ---",,"unspecified",0,
99869,"z_Archived","TPTP","popescu","CLOSED","FIXED","Accessibility: Method invocation details table not accessible using keyboard only","2016-05-05 10:44:12",,"Valentina Popescu",,"Eclipse Foundation",,,,"PC",,,5,"2005-06-13 21:13:19","Windows 2000",,"P1",,,"apnan","Alex Nan","blocker","Accessibility: Method invocation details table not accessible using keyboard only"," ---",,"unspecified",0,"closed460"
244256,"z_Archived","TPTP","xubing","CLOSED","FIXED","IAC and AC fail to start in Linux RHEL5.0","2016-05-05 10:53:27",,"Bing Xu",,"Eclipse Foundation",,,,"PC",,,7,"2008-08-14 19:24:23","Linux",,"P1",,,"ewchan","Eugene Chan","blocker","IAC and AC fail to start in Linux RHEL5.0"," ---",,"unspecified",0,
222422,"z_Archived","TPTP","kiryl.kazakevich","CLOSED","FIXED","JVMTI profiling failed with Fatal Error","2016-05-05 10:38:00",,"Kiryl Kazakevich",,"Eclipse Foundation",,,,"PC",,,5,"2008-03-12 11:01:37","Windows XP",,"P1",,,"ewchan","Eugene Chan","blocker","JVMTI profiling failed with Fatal Error"," ---",,"unspecified",0,
471826,"Papyrus-rt","tool","ansgar.radermacher","CLOSED","FIXED","[StateMachine] Can not fully define a trigger for a transition trigger","2016-08-26 09:16:55",,"Ansgar Radermacher","471827, 475287","Modeling",,,,"PC",,,53,"2015-07-03 13:07:31","Mac OS X",,"P1",,,"charles","Charles Rivet","blocker","[StateMachine] Can not fully define a trigger for a transition trigger","0.7.0",,".7",0,
263119,"z_Archived","TPTP","paulslau","CLOSED","FIXED","org.eclipse.hyades.test.ui is built with JRE 1.4 but BIRT 2.5 requires JRE 1.5.","2016-05-05 10:36:57",,"Paul Slauenwhite",,"Eclipse Foundation",,,,"All",,,8,"2009-01-30 21:54:06","All",,"P1",,,"paulslau","Paul Slauenwhite","blocker","org.eclipse.hyades.test.ui is built with JRE 1.4 but BIRT 2.5 requires JRE 1.5."," ---",,"unspecified",0,
224140,"z_Archived","TPTP","paulslau","CLOSED","FIXED","InactiveProcessException when launching JUnit Plug-in tests using the Agent Controller.","2016-05-05 10:30:42",,"Paul Slauenwhite",,"Eclipse Foundation",,,"review+","All",,,8,"2008-03-26 12:48:38","All",,"P1",,,"paulslau","Paul Slauenwhite","blocker","InactiveProcessException when launching JUnit Plug-in tests using the Agent Controller."," ---",,"unspecified",0,
241409,"z_Archived","TPTP","paulslau","CLOSED","FIXED","Intermittent launch failure with multiple agents","2016-05-05 10:30:45",,"Paul Slauenwhite",,"Eclipse Foundation",,,"review+","PC",,,19,"2008-07-18 11:20:05","Windows XP",,"P1",,,"dmorris","DuWayne Morris","blocker","Intermittent launch failure with multiple agents"," ---",,"unspecified",0,"closed461"
183022,"z_Archived","TPTP","samwai","CLOSED","FIXED","Got AgentControllerUnavailableException when running Control Channel test on Linux IPF","2016-05-05 10:52:18",,"Samson Wai",,"Eclipse Foundation",,,,"Other",,,10,"2007-04-18 14:32:56","Linux",,"P1",,,"xubing","Bing Xu","blocker","Got AgentControllerUnavailableException when running Control Channel test on Linux IPF"," ---",,"unspecified",0,"closed460"
115859,"z_Archived","TPTP","ruthdaly","CLOSED","FIXED","[Webdoc] (README) (IAC, Platform specific) Test execution and test recorder hangs on Linux","2016-05-05 10:48:26",,"Ruth Lee",,"Eclipse Foundation",,,,"PC",,,18,"2005-11-10 12:06:02","Linux",,"P1",,,"scott.schneider","Scott E. Schneider","blocker","[Webdoc] (README) (IAC, Platform specific) Test execution and test recorder hangs on Linux"," ---",,"unspecified",0,"closed460"
354980,"z_Archived","EDT","hjiyong","CLOSED","FIXED","[EDT test framework] Get an exception when select Generate EGL Test Driver-> Java","2017-02-23 14:19:34",,"Huang Ji Yong",,"Eclipse Foundation",,,,"PC",,,8,"2011-08-17 12:34:06","Windows XP",,"P1",,,"carrollk","Kathy Carroll","blocker","[EDT test framework] Get an exception when select Generate EGL Test Driver-> Java"," ---",,"unspecified",0,
218141,"z_Archived","TPTP","analexee","CLOSED","INVALID","Profiling crashes JVM.","2016-05-05 10:41:09",,"Alexander N. Alexeev",,"Eclipse Foundation",,,,"PC",,,13,"2008-02-07 05:01:47","Linux",,"P1",,,"mascha","Martin Schaaf","blocker","Profiling crashes JVM."," ---",,"unspecified",0,"closed460"
194415,"z_Archived","TPTP","jcayne","CLOSED","FIXED","AC 4.2.2. patch build does not work on linux","2016-05-05 11:01:48",,"Joel Cayne",,"Eclipse Foundation",,,,"PC",,,10,"2007-06-26 09:47:55","Windows XP",,"P1",,,"pklicnik","Paul Klicnik","blocker","AC 4.2.2. patch build does not work on linux"," ---",,"unspecified",0,
237136,"z_Archived","TPTP","xubing","CLOSED","FIXED","IAC Crashes when running ASF","2016-05-05 10:53:53",,"Bing Xu",,"Eclipse Foundation",,,,"PC",,,8,"2008-06-13 14:32:21","Windows XP",,"P1",,,"dmorris","DuWayne Morris","blocker","IAC Crashes when running ASF"," ---",,"unspecified",0,
558128,"Community","Infrastructure","webmaster","RESOLVED","WORKSFORME","Capella HIPP is down","2017-10-30 13:25:18",,"Eclipse Webmaster",,"Eclipse Foundation",,,,"All",,,12,"2017-05-19 09:15:41","All",,"P1",,,"christophe.gatti","Christophe Gatti","blocker","Capella HIPP is down"," ---",,"unspecified",0,1605
540996,"Community","CI-Jenkins","ci.admin-inbox","CLOSED","FIXED","Unable to push to git from releng JIPP","2018-11-15 01:02:02",,"CI Admin Inbox","541182, 541183","Eclipse Foundation",,,,"PC",,,8,"2018-11-09 21:26:27","Windows 10",,"P1",,,"kalyan_prasad","Kalyan Prasad Tatavarthi","blocker","Unable to push to git from releng JIPP"," ---",,"unspecified",0,
186246,"z_Archived","TPTP","ewchan","CLOSED","FIXED","TI Profiling for Profile on server fails","2016-05-05 10:40:27",,"Eugene Chan",,"Eclipse Foundation",,182404,,"All",,,81,"2007-05-09 16:18:14","Windows XP",,"P1",,,"ewchan","Eugene Chan","blocker","TI Profiling for Profile on server fails"," ---",,"unspecified",0,
161285,"z_Archived","TPTP","kevin.p.o'leary","CLOSED","FIXED","Agent Controller does not appear to be available (IWAT0016E) when FIRST connecting to an Agent Controller with security enabled.","2016-05-05 11:02:18",,"Kevin P O'Leary",125103,"Eclipse Foundation",,,,"All",,,22,"2006-10-17 13:21:21","All",,"P1",,,"paulslau","Paul Slauenwhite","blocker","Agent Controller does not appear to be available (IWAT0016E) when FIRST connecting to an Agent Controller with security enabled."," ---",,"unspecified",0,
225041,"z_Archived","TPTP","jgwest","CLOSED","DUPLICATE","Two profiling agents created in a single launch.","2016-05-05 10:51:16",,"Jonathan West",,"Eclipse Foundation",,,,"PC",,,8,"2008-04-01 00:47:26","Windows XP",,"P1",,,"ewchan","Eugene Chan","blocker","Two profiling agents created in a single launch."," ---",,"unspecified",0,
301550,"z_Archived","TPTP","ewchan","CLOSED","FIXED","Profile on remote server does not auto attach to profiling agent","2016-05-05 10:42:00",,"Eugene Chan","301714, 301715","Eclipse Foundation",,,"pmc_approved?, pmc_approved+, review+","All",,,12,"2010-02-02 11:17:23","All",,"P1","kathy","Kathy Chan","ewchan","Eugene Chan","blocker","Profile on remote server does not auto attach to profiling agent"," ---",,"unspecified",0,"Milestone5 adopter"
218559,"z_Archived","TPTP","jkubasta","CLOSED","FIXED","Execution framework failures when creating connection to secure AC","2016-05-05 10:53:44",,,,"Eclipse Foundation",,,,"PC",,,6,"2008-02-11 16:18:48","Windows XP",,"P1",,,"jgwest","Jonathan West","blocker","Execution framework failures when creating connection to secure AC"," ---",,"unspecified",0,"closed460"
254164,"MDT","Releng","Kenn.Hussey","CLOSED","FIXED","Localization - Babel","2016-10-06 13:04:27",,"Kenn Hussey",252808,"Modeling",,,"galileo+","All",,,9,"2008-11-05 18:33:24","All",,"P1",,,"anne.jacko","Anne Jacko","blocker","Localization - Babel","M6",,"unspecified",0,
253488,"MDT","Releng","borlander","CLOSED","FIXED","APIs","2016-10-06 13:05:37",,"Michael Golubev",252794,"Modeling",,,"galileo+","All",,,11,"2008-11-03 18:55:49","All",,"P1",,,"anne.jacko","Anne Jacko","blocker","APIs","M6",,"unspecified",0,
543529,"Community","CI-Jenkins","ci.admin-inbox","CLOSED","FIXED","New Jenkins infrastructure is not working","2019-03-05 08:26:31",,"CI Admin Inbox",,"Eclipse Foundation",,,,"All",,,8,"2019-01-17 09:42:08","All",,"P1",,,"tomas.kraus","Tomas Kraus","blocker","New Jenkins infrastructure is not working"," ---",,"unspecified",0,
204325,"z_Archived","TPTP","sgutz","CLOSED","FIXED","Analysis Result view fails to show up","2016-05-05 10:36:33",,"Steve Gutz",,"Eclipse Foundation",,,"pmc_approved?","PC",,,5,"2007-09-21 16:22:13","Windows XP",,"P1",,,"mmostafa","Mohammed Mostafa","blocker","Analysis Result view fails to show up"," ---",,"unspecified",0,"closed460"
257738,"z_Archived","TPTP","paulslau","CLOSED","FIXED","Editor for test assets (excluding AGR) not opening","2016-05-05 10:30:39",,"Paul Slauenwhite",,"Eclipse Foundation",,257790,,"PC",,,4,"2008-12-05 12:14:13","Windows XP",,"P1",,,"chenbs","Ben Chen","blocker","Editor for test assets (excluding AGR) not opening"," ---",,"unspecified",0,
114028,"z_Archived","TPTP","samwai","CLOSED","FIXED","[Platform Specific, Regression]  Test execution broken on z/OS","2016-05-05 10:43:40",,"Samson Wai",,"Eclipse Foundation",,106568,,"PC",,,14,"2005-10-27 15:18:54","other",,"P1",,,"mddunn","Mark D Dunn","blocker","[Platform Specific, Regression]  Test execution broken on z/OS"," ---",,"unspecified",0,"closed460"
253564,"MDT","Releng","Ed.Merks","CLOSED","FIXED","Leverage OSGi","2016-10-06 13:05:46",,"Ed Merks",252797,"Modeling",,,"galileo+","All",,,12,"2008-11-03 19:32:40","All",,"P1",,,"anne.jacko","Anne Jacko","blocker","Leverage OSGi","M5",,"unspecified",0,
105152,"z_Archived","TPTP","WURTHEMM","CLOSED","DUPLICATE","TVT 3.1 - TCT 395 - Cannot create TPTP Example IType Count Template","2016-05-05 10:37:11",,"Emmanuel Wurth",,"Eclipse Foundation",,,,"PC",,,9,"2005-07-26 10:29:16","Windows XP",,"P1",,,"mtveety","Matthew T. Veety","blocker","TVT 3.1 - TCT 395 - Cannot create TPTP Example IType Count Template"," ---",,"unspecified",0,"closed471"
128185,"z_Archived","TPTP","scott.schneider","CLOSED","FIXED","NullPointerException System.getProperty(""osName.name"")","2016-05-05 10:31:23",,"Scott E. Schneider",,"Eclipse Foundation",,,,"All",,,5,"2006-02-16 07:15:59","Windows XP",,"P1",,,"l.augstein","eyestone","blocker","NullPointerException System.getProperty(""osName.name"")"," ---",,"unspecified",0,
227618,"z_Archived","TPTP","analexee","CLOSED","FIXED","[POG] Profile show no data and duplicate process is created upon termination of process.","2016-05-05 10:42:28",,"Alexander N. Alexeev",,"Eclipse Foundation",,,,"PC",,,4,"2008-04-17 14:00:49","Windows XP",,"P1",,,"ewchan","Eugene Chan","blocker","[POG] Profile show no data and duplicate process is created upon termination of process."," ---",,"unspecified",0,
243643,"z_Archived","TPTP","jgwest","CLOSED","INVALID","AC server starts failed with error in log.","2016-05-05 10:51:23",,"Jonathan West",,"Eclipse Foundation",,,,"PC",,,6,"2008-08-08 18:14:04","Windows XP",,"P1",,,"ewchan","Eugene Chan","blocker","AC server starts failed with error in log."," ---",,"unspecified",0,
512911,"Community","CI-Jenkins","ci.admin-inbox","CLOSED","FIXED","https://ci.eclipse.org/ls/ is down","2017-03-01 13:05:43",,"CI Admin Inbox",,"Eclipse Foundation",,,,"PC",,,4,"2017-03-01 12:41:53","Mac OS X",,"P1",,,"gorkem.ercan","Gorkem Ercan","blocker","https://ci.eclipse.org/ls/ is down"," ---",,"unspecified",0,
258421,"z_Archived","TPTP","jcayne","CLOSED","FIXED","Error happened while building AgentController on the linux build boxes.","2016-05-05 11:02:10",,"Joel Cayne",,"Eclipse Foundation",,,,"PC",,,7,"2008-12-11 05:54:59","Linux-GTK",,"P1",,,"yi.y.zhang","ZhangYi","blocker","Error happened while building AgentController on the linux build boxes."," ---",,"unspecified",0,
141458,"z_Archived","TPTP","kevin.p.o'leary","CLOSED","FIXED","New AC - File Transfer Agent is crashing after finishing the transfer","2016-05-05 10:50:59",,"Kevin P O'Leary",,"Eclipse Foundation",,,,"PC",,,3,"2006-05-11 18:41:55","Windows XP",,"P1",,,"vishnu.naikawadi","Vishnu","blocker","New AC - File Transfer Agent is crashing after finishing the transfer"," ---",,"unspecified",0,"closed460"
297386,"z_Archived","PDT","php.core-inbox","CLOSED","INVALID","Unhandled event loop exception","2020-05-14 10:16:37",,"PHP Core",,"Eclipse Foundation",,,,"Macintosh",,,4,"2009-12-09 14:31:17","Mac OS X",,"P1",,,"me","Ivan Kravets","blocker","Unhandled event loop exception"," ---",,"unspecified",0,
156740,"z_Archived","TPTP","hkyleung","CLOSED","FIXED","Third party logging plugins need Eclipse-BuddyPolicy","2016-05-05 10:40:54",,"Hubert Leung",,"Eclipse Foundation",,,,"PC",,,5,"2006-09-08 13:35:52","Windows XP",,"P1",,,"michael.giroux","Michael Giroux","blocker","Third party logging plugins need Eclipse-BuddyPolicy"," ---",,"unspecified",0,"closed460"
138238,"z_Archived","TPTP","jptoomey","CLOSED","FIXED","Multiple data processors sending all data on one channel","2016-05-05 10:28:57",,"Joe Toomey",,"Eclipse Foundation",,,,"PC",,,5,"2006-04-24 14:23:54","Windows XP",,"P1",,,"dmorris","DuWayne Morris","blocker","Multiple data processors sending all data on one channel"," ---",,"unspecified",0,
533631,"WTP Releng","releng","webmaster","RESOLVED","FIXED","Move old unsupported WTP releases from download.eclipse.org to archive.eclipse.org","2018-07-10 14:55:38",,"Eclipse Webmaster",,"WebTools",,,,"PC",,,20,"2018-04-16 12:15:23","Linux",,"P1","thatnitind","Nitin Dahyabhai","nboldt","Nick Boldt","blocker","Move old unsupported WTP releases from download.eclipse.org to archive.eclipse.org",3.11,,"unspecified",0,
244265,"z_Archived","TPTP","jgwest","CLOSED","FIXED","Standalone profile fails in both JVMTI  with IBM JVM 1.6.0_sr2","2016-05-05 10:47:35",,"Jonathan West",244331,"Eclipse Foundation",,,"review+","PC",,,112,"2008-08-14 22:30:31","Linux",,"P1",,,"ewchan","Eugene Chan","blocker","Standalone profile fails in both JVMTI  with IBM JVM 1.6.0_sr2"," ---",,"unspecified",0,
513954,"CBI","signing-service","cbi-inbox","RESOLVED","FIXED","Unable to sign Jars","2017-03-21 08:59:16",,"CBI Inbox",,"Technology",,,,"PC",,,6,"2017-03-21 01:25:00","All",,"P1",,,"sravankumarl","Sravan Kumar Lakkimsetti","blocker","Unable to sign Jars"," ---",,"unspecified",0,
222431,"z_Archived","PDT","ganoro","CLOSED","FIXED","When editing a 1000 lines file and using ctrl+Z the code folding start jumping like crazy","2020-05-14 10:17:01",,"Roy Ganor",,"Eclipse Foundation",,,,"PC",,,8,"2008-03-12 12:10:52","Windows XP",,"P1",,,"assaf.almaz","Assaf Almaz","blocker","When editing a 1000 lines file and using ctrl+Z the code folding start jumping like crazy"," ---",,"unspecified",0,
193510,"z_Archived","TPTP","igor.alelekov","CLOSED","FIXED","Agent Controller regression: unable execute tests on Linux","2016-05-05 10:50:14",,"Igor Alelekov",,"Eclipse Foundation",,,,"PC",,,24,"2007-06-20 09:52:20","Linux",,"P1",,,"jptoomey","Joe Toomey","blocker","Agent Controller regression: unable execute tests on Linux"," ---",,"unspecified",0,
107654,"z_Archived","TPTP","popescu","CLOSED","FIXED","TVT 3.1 - TCT 561 ""Probe"" content type not externalized","2016-05-05 10:42:37",,"Valentina Popescu",,"Eclipse Foundation",,,,"PC",,,6,"2005-08-22 14:32:51","Linux-GTK",,"P1",,,"kitlo","Kit Lo","blocker","TVT 3.1 - TCT 561 ""Probe"" content type not externalized"," ---",,"unspecified",0,
144805,"z_Archived","TPTP","andrew.kaylor","CLOSED","FIXED","requestMonitorThroughPeer (dynamic discovery) functionality is broken","2016-05-05 10:50:39",,"Andy Kaylor",,"Eclipse Foundation",,,,"PC",,,7,"2006-05-31 19:22:55","Windows XP",,"P1",,,"rdanek","Robert Danek","blocker","requestMonitorThroughPeer (dynamic discovery) functionality is broken"," ---",,"unspecified",0,
161096,"z_Archived","TPTP","igor.alelekov","CLOSED","FIXED","ServerNotAvailableException when launching tests on Linux.","2016-05-05 11:02:52",,"Igor Alelekov",125103,"Eclipse Foundation",,175264,,"PC","plan",,28,"2006-10-16 13:02:39","Linux",,"P1",,,"paulslau","Paul Slauenwhite","blocker","ServerNotAvailableException when launching tests on Linux."," ---",,"unspecified",0,
224153,"z_Archived","TPTP","igor.alelekov","CLOSED","DUPLICATE","Profile failed with external AC","2016-05-05 10:40:45",,"Igor Alelekov",,"Eclipse Foundation",,,,"PC",,,5,"2008-03-26 13:41:20","Windows XP",,"P1",,,"ewchan","Eugene Chan","blocker","Profile failed with external AC"," ---",,"unspecified",0,
172039,"z_Archived","TPTP","hkyleung","CLOSED","FIXED","Incomplete packaging of Windows runtime Agent Controller zip files renders AC unusable","2016-05-05 10:42:19",,"Hubert Leung",,"Eclipse Foundation",,,,"PC",,,10,"2007-01-29 13:57:15","Windows XP",,"P1",,,"jptoomey","Joe Toomey","blocker","Incomplete packaging of Windows runtime Agent Controller zip files renders AC unusable"," ---",,"unspecified",0,
139757,"z_Archived","TPTP","kevin.p.o'leary","CLOSED","FIXED","AC/BC - Test execution with New AC through BC layer is failing (Windows IA32)","2016-05-05 10:52:28",,"Kevin P O'Leary",,"Eclipse Foundation",,,,"PC",,,3,"2006-05-02 13:05:51","Windows XP",,"P1",,,"vishnu.naikawadi","Vishnu","blocker","AC/BC - Test execution with New AC through BC layer is failing (Windows IA32)"," ---",,"unspecified",0,"closed460"
493039,"Papyrus-rt","tool","give.a.damus","CLOSED","FIXED","[Capsule Structure] Undo drop capsule with multiple ports fails with exception","2016-10-20 08:52:57",,"Christian Damus",,"Modeling",,492482,,"PC",,,5,"2016-05-04 21:46:30","Mac OS X",,"P1",,,"give.a.damus","Christian Damus","blocker","[Capsule Structure] Undo drop capsule with multiple ports fails with exception","0.8.0",,"1.0.0",0,
558129,"Community","Infrastructure","webmaster","RESOLVED","FIXED","Unable to push to Gerrit","2017-05-26 14:47:23",,"Eclipse Webmaster",,"Eclipse Foundation",,,,"All",,,17,"2017-05-22 08:35:59","All",,"P1",,,"christophe.gatti","Christophe Gatti","blocker","Unable to push to Gerrit"," ---",,"unspecified",0,1606
175313,"z_Archived","TPTP","igor.alelekov","CLOSED","WORKSFORME","NullPointerException when launhcing tests on EM64T Agent Controller.","2016-05-05 10:51:06",,"Igor Alelekov",,"Eclipse Foundation",,,,"PC",,,9,"2007-02-23 11:52:04","Linux",,"P1",,,"paulslau","Paul Slauenwhite","blocker","NullPointerException when launhcing tests on EM64T Agent Controller."," ---",,"unspecified",0,
161289,"z_Archived","TPTP","igor.alelekov","CLOSED","DUPLICATE","AgentControllerUnavailableException when testing connection to a secured Agent Controller on Linux.","2016-05-05 10:52:28",,"Igor Alelekov",125103,"Eclipse Foundation",,,,"PC","plan",,12,"2006-10-17 13:28:01","Linux",,"P1",,,"paulslau","Paul Slauenwhite","blocker","AgentControllerUnavailableException when testing connection to a secured Agent Controller on Linux."," ---",,"unspecified",0,
172902,"z_Archived","TPTP","paulslau","CLOSED","FIXED","org.eclipse.hyades.test.tools.core compilation problems","2016-05-05 10:28:40",,"Paul Slauenwhite",,"Eclipse Foundation",,126575,,"All",,,8,"2007-02-05 13:58:18","All",,"P1",,,"stoian","Sorin Stoian","blocker","org.eclipse.hyades.test.tools.core compilation problems"," ---",,"unspecified",0,
385803,"z_Archived","Sisu","mcculls","CLOSED","FIXED","Initial Contribution (Plexus compatibility layer)","2021-10-25 16:48:59",,"Stuart McCulloch",,"Eclipse Foundation",,,,"All",,,3,"2012-07-23 21:29:59","All",,"P1",,,"mcculls","Stuart McCulloch","blocker","Initial Contribution (Plexus compatibility layer)"," ---",,"unspecified",0,
140450,"z_Archived","TPTP","samwai","CLOSED","FIXED","Java agents (using hcjbnd) crash when using ""Profiler"" agent type","2016-05-05 10:52:47",,"Samson Wai",,"Eclipse Foundation",,,,"PC",,,6,"2006-05-05 18:25:40","Windows XP",,"P1",,,"rdanek","Robert Danek","blocker","Java agents (using hcjbnd) crash when using ""Profiler"" agent type"," ---",,"unspecified",0,
