"Bug ID","Product","Component","Assignee","Status","Resolution","Summary","Changed","Alias","Assignee Real Name","Blocks","Classification","Deadline","Depends on","Flags","Hardware","Keywords","Last Visit","Number of Comments","Opened","OS","Personal Tags","Priority","QA Contact","QA Contact Real Name","Reporter","Reporter Real Name","Severity","Summary","Target Milestone","URL","Version","Votes","Whiteboard"
530788,"Orion","Client","Silenio_Quarti","RESOLVED","WONTFIX","Ensure that Orion does not hang in the presence of Ad Blockers","2018-02-07 13:10:07",,"Silenio Quarti",,"ECD",,,,"PC",,,6,"2018-02-06 10:26:15","Mac OS X",,"P2",,,"snorthov","Steve Northover","critical","Ensure that Orion does not hang in the presence of Ad Blockers"," ---",,"unspecified",0,
277690,"z_Archived","TPTP","paulslau","CLOSED","WORKSFORME","TPTP JUnit Plug-in tests generate garbled test logs.","2016-05-05 10:30:51",,"Paul Slauenwhite",,"Eclipse Foundation",,,,"PC",,,7,"2009-05-25 09:40:00","Windows XP",,"P2",,,"chenbs","Ben Chen","critical","TPTP JUnit Plug-in tests generate garbled test logs."," ---",,"unspecified",0,
515243,"Platform","IDE","Platform-UI-Inbox","CLOSED","DUPLICATE","Oxygen installation via Eclipse Installer currently broken due to org.eclipse.mylyn.git missing on all mirrors","2017-04-13 06:40:36",,"Platform-UI-Inbox",,"Eclipse Project",,,,"PC",,,3,"2017-04-13 06:27:17","Linux",,"P2",,,"mike","Michael Vorburger","critical","Oxygen installation via Eclipse Installer currently broken due to org.eclipse.mylyn.git missing on all mirrors"," ---",,4.7,0,
254219,"MDT","Releng","borlander","CLOSED","FIXED","Usability","2016-10-06 13:06:50",,"Michael Golubev",252810,"Modeling",,,"galileo+","All",,,11,"2008-11-05 19:20:35","All",,"P2",,,"anne.jacko","Anne Jacko","critical","Usability","M5",,"unspecified",0,
366471,"Platform","SWT","lshanmug","RESOLVED","FIXED","[Cocoa] Slow scrolling in editor on Mac OS X","2021-07-02 06:46:09",,"Lakshmi P Shanmugam","321410, 482409, 517446, 550209","Eclipse Project",,"434194, 511596, 511597, 511803, 522103, 526257, 526290, 526293, 526395, 551341",,"PC","performance",,387,"2011-12-12 19:42:33","Mac OS X",,"P2",,,"jstoecker911","Justin Stoecker","critical","[Cocoa] Slow scrolling in editor on Mac OS X"," ---",,"3.7.1",93,
350161,"z_Archived","m2e","m2e.core-inbox","RESOLVED","FIXED","Opening Parent POM in Editor corrupts repository file","2021-04-19 13:25:32",,"Project Inbox",,"Eclipse Foundation",,,,"PC",,,20,"2011-06-23 11:54:06","Windows 7",,"P2",,,"bentatham","Ben Tatham","critical","Opening Parent POM in Editor corrupts repository file"," ---",,"unspecified",0,
529405,"Platform","SWT","platform-swt-inbox","NEW"," ---","CTabFolder has maximize/minimize icons and no chevron","2020-11-05 04:52:34",,"Platform-SWT-Inbox",,"Eclipse Project",,,,"All",,,21,"2018-01-04 05:25:23","All",,"P2",,,"simeon.danailov.andreev","Simeon Andreev","critical","CTabFolder has maximize/minimize icons and no chevron"," ---",,4.7,0,
250553,"z_Archived","PDT","php.ui-inbox","CLOSED","DUPLICATE","[PHP Model] TYpe Hierarchy - Only relevant project proposals should be displayed","2020-05-14 11:08:53",,"PHP UI",,"Eclipse Foundation",,,,"Other",,,3,"2008-10-12 05:49:42","All",,"P2",,,"gadi","Gadi Goldbarg","critical","[PHP Model] TYpe Hierarchy - Only relevant project proposals should be displayed"," ---",,"unspecified",0,
53242,"JDT","Core","kent_johnson","VERIFIED","FIXED","Consitent Out of Memory problems indexing (with multiple Java libraries)","2018-01-19 11:14:55",,"Kent Johnson",,"Eclipse Project",,,,"PC",,,22,"2004-02-26 18:23:54","Windows 2000",,"P2",,,"Darin_Swanson","Darin Swanson","critical","Consitent Out of Memory problems indexing (with multiple Java libraries)","3.0 M8",,3.0,0,
497043,"Platform","Releng","sravankumarl","RESOLVED","FIXED","test results on windows and mac not being ""collected"" back to DL page","2016-07-05 14:15:22",,"Sravan Kumar Lakkimsetti",,"Eclipse Project",,497280,,"PC",,,11,"2016-06-29 21:01:12","Linux",,"P2",,,"david_williams","David Williams","critical","test results on windows and mac not being ""collected"" back to DL page","4.6.1",,4.7,0,
