"Bug ID","Product","Component","Assignee","Status","Resolution","Summary","Changed","OS","Priority","Severity","Summary"
270829,"web","Cordova","tstupka","NEW"," ---","NullPointerException at java.util.Hashtable.put","2018-05-04 21:05:59","All","P3","normal","NullPointerException at java.util.Hashtable.put"
271442,"ide","Code","issues","NEW"," ---","Grayed box instead of variable value during debug","2017-09-06 20:15:25","Windows 10","P3","normal","Grayed box instead of variable value during debug"
252336,"java","Compiler","dbalek","NEW"," ---","NullPointerException at com.sun.tools.javac.jvm.Code.emitop1w","2017-05-12 08:30:03","All","P3","normal","NullPointerException at com.sun.tools.javac.jvm.Code.emitop1w"
269531,"php","Composer","issues","NEW"," ---","Make Composer Libraries expandable in Projects view","2017-01-12 07:19:59","Windows 7","P3","normal","Make Composer Libraries expandable in Projects view"
270588,"platform","Actions","JPESKA","NEW"," ---","OutOfMemoryError: GC overhead limit exceeded","2017-11-13 18:07:21","All","P3","normal","OutOfMemoryError: GC overhead limit exceeded"
203030,"web","HTML Editor","mfukala","REOPENED"," ---","Incorrect coloring/highlighting of unquoted CSS and JavaScript related attributes in HTML files (class, id, onclick, ...)","2017-06-27 13:03:09","Windows 10 x64","P3","normal","Incorrect coloring/highlighting of unquoted CSS and JavaScript related attributes in HTML files (class, id, onclick, ...)"
270006,"xml","TAX","sdedic","NEW"," ---","ClassCastException: org.apache.xerces.parsers.XIncludeAwareParserConfiguration cannot be cast to org.apache.xerces.xni.parser.XMLParserConfiguration","2017-03-14 13:05:00","All","P3","normal","ClassCastException: org.apache.xerces.parsers.XIncludeAwareParserConfiguration cannot be cast to org.apache.xerces.xni.parser.XMLParserConfiguration"
271548,"editor","Painting & Printing","mmetelka","NEW"," ---","Garbage on the editor panel when scrolling certain source code files","2018-03-22 11:16:55","Linux","P3","normal","Garbage on the editor panel when scrolling certain source code files"
271349,"cnd","Code Model","petrk","NEW"," ---","Macro with namespace code assistance issue","2017-08-23 07:52:56","Linux","P3","normal","Macro with namespace code assistance issue"
270525,"debugger","Java","mentlicher","NEW"," ---","NullPointerException at org.netbeans.modules.debugger.jpda.projects.EditorContextSupport.computeMethodArguments","2017-05-01 09:52:33","All","P3","normal","NullPointerException at org.netbeans.modules.debugger.jpda.projects.EditorContextSupport.computeMethodArguments"
271727,"ide","UI","issues","NEW"," ---","I can not use some of the new file wizzards for Hibernate with HSQLDB and Derby Embedded","2017-10-29 21:53:36","Windows 10 x64","P3","normal","I can not use some of the new file wizzards for Hibernate with HSQLDB and Derby Embedded"
249722,"editor","Painting & Printing","mmetelka","NEW"," ---","org.netbeans.modules.editor.lib2.view.HighlightsViewUtils.x2Index: LowPerformance took 10940 ms.","2017-06-19 03:28:23","All","P3","normal","org.netbeans.modules.editor.lib2.view.HighlightsViewUtils.x2Index: LowPerformance took 10940 ms."
269940,"installer","Code","lfischmeistr","NEW"," ---","Chrome marks the download as malicious and blocks it","2017-02-27 20:56:37","Windows 7","P3","normal","Chrome marks the download as malicious and blocks it"
270498,"java","Compiler","dbalek","NEW"," ---","com.sun.tools.javac.comp.Infer$InferenceException at com.sun.tools.javac.comp.Infer.<init>","2018-02-07 21:17:24","All","P3","normal","com.sun.tools.javac.comp.Infer$InferenceException at com.sun.tools.javac.comp.Infer.<init>"
258376,"ide","Code","issues","NEW"," ---","Background scanning of projects never ends","2017-08-11 09:01:05","Windows 7","P3","normal","Background scanning of projects never ends"
268242,"versioncontrol","Git","ovrabec","NEW"," ---","Allow to use system-installed git instead of bundled JGit","2017-04-17 06:04:53","Windows 7","P3","normal","Allow to use system-installed git instead of bundled JGit"
258192,"platform","Lookup","jhavlin","NEW"," ---","IllegalArgumentException: Result org.netbeans.modules.cnd.modelimpl.platform.CndParserResult@c663402 [org.netbeans.modules.cnd.modelimpl.platform.CndParserResult] does not provide CompilationInfo","2017-10-12 08:38:45","All","P3","normal","IllegalArgumentException: Result org.netbeans.modules.cnd.modelimpl.platform.CndParserResult@c663402 [org.netbeans.modules.cnd.modelimpl.platform.CndParserResult] does not provide CompilationInfo"
248809,"editor","Completion & Templates","dbalek","REOPENED"," ---","Improve code completion of ""import"" statements","2017-06-06 10:36:36","Linux","P3","normal","Improve code completion of ""import"" statements"
269815,"platform","Output Window","jhavlin","NEW"," ---","OutOfMemoryError: Java heap space","2017-02-14 05:36:43","All","P3","normal","OutOfMemoryError: Java heap space"
271945,"cnd","Editor","issues","NEW"," ---","Creating a linked pair of header and source files","2017-12-23 08:47:47","Windows 10 x64","P3","normal","Creating a linked pair of header and source files"
241799,"platform","Text","mmetelka","NEW"," ---","org.netbeans.core.multiview.MultiViewCloneableTopComponent.getEditorPane: LowPerformance took 6984 ms.","2017-07-28 12:49:53","All","P3","normal","org.netbeans.core.multiview.MultiViewCloneableTopComponent.getEditorPane: LowPerformance took 6984 ms."
270309,"php","PHPUnit","issues","NEW"," ---","Showing previous results","2017-04-05 13:50:18","Windows 10 x64","P3","normal","Showing previous results"
271538,"db","Derby","lfischmeistr","NEW"," ---","JavaDb location not found sparks an error after GF setup.","2017-09-27 17:58:23","Mac OS X","P3","normal","JavaDb location not found sparks an error after GF setup."
270736,"projects","Maven","tstupka","NEW"," ---","NetBeans must not prevent itself from doing a Clean on a Maven project","2017-05-25 11:30:17","Other","P3","normal","NetBeans must not prevent itself from doing a Clean on a Maven project"
269678,"javascript","Editor","ppisl","NEW"," ---","Standard for loop syntax flagged as ECMA7 syntax","2017-01-29 22:40:37","Mac OS X","P3","normal","Standard for loop syntax flagged as ECMA7 syntax"
271873,"java","Compiler","dbalek","NEW"," ---","AssertionError: Inconsistent param types/names. Signature: [String-byte:A-java.nio.charset.Charset-], Names: [String(byte[] bytes, Charset charset)]","2017-12-01 13:28:15","All","P3","normal","AssertionError: Inconsistent param types/names. Signature: [String-byte:A-java.nio.charset.Charset-], Names: [String(byte[] bytes, Charset charset)]"
271088,"editor","Painting & Printing","mmetelka","NEW"," ---","OutOfMemoryError: Java heap space","2017-07-13 14:02:01","All","P3","normal","OutOfMemoryError: Java heap space"
270238,"java","Hints","sdedic","NEW"," ---","Hint ""The assigned value is never used"" shown while variable is used in switch statement","2017-03-29 07:05:15","Windows 10 x64","P3","normal","Hint ""The assigned value is never used"" shown while variable is used in switch statement"
241953,"editor","Painting & Printing","mmetelka","REOPENED"," ---","Visual cursor position not updated when editor resized under line wrap","2018-06-22 19:35:20","Mac OS X","P3","normal","Visual cursor position not updated when editor resized under line wrap"
271459,"ide","Code","issues","NEW"," ---","StackOverflowError at org.openide.util.ImageUtilities$ToolTipImage.getProperty","2017-09-12 04:50:38","All","P3","normal","StackOverflowError at org.openide.util.ImageUtilities$ToolTipImage.getProperty"
270636,"ide","Code","issues","NEW"," ---","No means through the IDE  to enable LESS compile-on-save on a Java project","2017-05-14 01:50:11","Windows 10","P3","normal","No means through the IDE  to enable LESS compile-on-save on a Java project"
269562,"php","Project","issues","NEW"," ---","Non-ASCII characters cause ""Namespace is not valid"" error on file creation","2017-01-14 16:27:57","Windows 10 x64","P3","normal","Non-ASCII characters cause ""Namespace is not valid"" error on file creation"
271816,"java","Refactoring","sdedic","NEW"," ---","NullPointerException at org.netbeans.modules.refactoring.java.plugins.RenameRefactoringPlugin.fastCheckParameters","2017-11-15 22:37:58","All","P3","normal","NullPointerException at org.netbeans.modules.refactoring.java.plugins.RenameRefactoringPlugin.fastCheckParameters"
270995,"ide","Performance","thurka","NEW"," ---","OutOfMemoryError: Java heap space","2017-06-29 06:07:57","All","P3","normal","OutOfMemoryError: Java heap space"
270099,"java","Project","tzezula","NEW"," ---","Select in project is not working for dependencies","2017-03-17 05:49:34","Windows 7","P3","normal","Select in project is not working for dependencies"
271398,"java","Compiler","dbalek","NEW"," ---","AssertionError at com.sun.tools.javac.util.Assert.error","2018-03-27 21:47:46","All","P3","normal","AssertionError at com.sun.tools.javac.util.Assert.error"
192796,"projects","Generic Infrastructure","tstupka","NEW"," ---","[70cat] LowPerformance took 3554 ms. in classloading IO or waiting on folder lookup finishing io in other thread.","2017-08-24 20:56:05","All","P3","normal","[70cat] LowPerformance took 3554 ms. in classloading IO or waiting on folder lookup finishing io in other thread."
270546,"ide","Code","issues","NEW"," ---","Unknown exception while editing JavaDB application","2017-05-03 15:07:13","Windows 7","P3","normal","Unknown exception while editing JavaDB application"
207618,"contrib","Other","issues","NEW"," ---","NullPointerException at org.netbeans.modules.editor.fold.support.FoldMaintainerImpl.install","2017-11-01 09:51:41","All","P3","normal","NullPointerException at org.netbeans.modules.editor.fold.support.FoldMaintainerImpl.install"
269680,"php","Refactoring","issues","NEW"," ---","After attempting to rename a PHP class using Refactor, I get an error message and then Undo stops working","2017-06-21 12:37:37","Linux","P3","normal","After attempting to rename a PHP class using Refactor, I get an error message and then Undo stops working"
269973,"guibuilder","Code","issues","NEW"," ---","How can I add @Override-Annotations in FormDesigner","2017-03-03 12:56:56","All","P3","normal","How can I add @Override-Annotations in FormDesigner"
269550,"editor","Painting & Printing","mmetelka","NEW"," ---","NullPointerException at javax.swing.plaf.basic.BasicScrollPaneUI$Handler.mouseWheelMoved","2018-02-14 19:08:29","All","P3","normal","NullPointerException at javax.swing.plaf.basic.BasicScrollPaneUI$Handler.mouseWheelMoved"
271277,"apisupport","NBI","lfischmeistr","NEW"," ---","as","2017-08-13 08:40:54","Other","P3","normal","as"
244370,"editor","Lexer","mmetelka","NEW"," ---","IllegalStateException: Lexer org.netbeans.modules.groovy.gsp.lexer.GspLexer@fcdfbe   returned null token but lexerInput.readLength()=199   lexer-state: GSTART_TAG_BACKSLASH_EXPR   tokenStartOffset=182","2017-04-18 13:19:11","All","P3","normal","IllegalStateException: Lexer org.netbeans.modules.groovy.gsp.lexer.GspLexer@fcdfbe   returned null token but lexerInput.readLength()=199   lexer-state: GSTART_TAG_BACKSLASH_EXPR   tokenStartOffset=182"
271656,"platform","Quick Search","jhavlin","NEW"," ---","java.nio.file.AccessDeniedException: C:\$Recycle.Bin\S-1-5-18","2017-10-17 03:00:11","All","P3","normal","java.nio.file.AccessDeniedException: C:\$Recycle.Bin\S-1-5-18"
254291,"serverplugins","WildFly","ehsavoie","NEW"," ---","java.util.concurrent.RejectedExecutionException: XNIO007007: Thread is terminating","2017-06-08 06:28:08","All","P3","normal","java.util.concurrent.RejectedExecutionException: XNIO007007: Thread is terminating"
269846,"php","Project","issues","NEW"," ---","PHP projects need to allow web root folder outside source folder.","2017-02-16 12:24:17","Windows 10","P3","normal","PHP projects need to allow web root folder outside source folder."
262568,"guibuilder","Code","tpavek","NEW"," ---","GUI Designer variable declaration of JList subclass that does not take parameters is incorrect","2018-01-02 01:02:25","Linux","P3","normal","GUI Designer variable declaration of JList subclass that does not take parameters is incorrect"
271207,"php","Debugger","issues","NEW"," ---","Xdebug Setup in Netbean 8.2 (PHP)","2017-07-31 13:13:28","Windows 10 x64","P3","normal","Xdebug Setup in Netbean 8.2 (PHP)"
270327,"installer","Tools bundle","issues","NEW"," ---","I've been trying to install NetBeans since yesterday, but it never manages to even reach 50% of the installation. Right now, I started the installation at around 5:30 PM, and right now, at 11:06 PM, it's still at 43%. I've searched but I can't find a solu","2017-04-07 20:34:04","Windows 8.1","P3","normal","I've been trying to install NetBeans since yesterday, but it never manages to even reach 50% of the installation. Right now, I started the installation at around 5:30 PM, and right now, at 11:06 PM, it's still at 43%. I've searched but I can't find a solu"
257352,"third-party"," -- Other --","vaadin-addons","NEW"," ---","ClassCastException: com.sun.tools.javac.code.Type$ErrorType cannot be cast to javax.lang.model.type.ExecutableType","2017-09-29 10:32:39","All","P3","normal","ClassCastException: com.sun.tools.javac.code.Type$ErrorType cannot be cast to javax.lang.model.type.ExecutableType"
270750,"editor","Navigation","mkristofic","NEW"," ---","Moving across source file cause sync to disc (this is not even editing!!)","2017-05-26 21:39:28","Linux","P3","normal","Moving across source file cause sync to disc (this is not even editing!!)"
269712,"editor","Navigation","mkristofic","NEW"," ---","NullPointerException at org.netbeans.modules.editor.bookmarks.ui.BookmarksTableModel.getValueAt","2017-02-01 17:57:42","All","P3","normal","NullPointerException at org.netbeans.modules.editor.bookmarks.ui.BookmarksTableModel.getValueAt"
258889,"platform","Filesystems","jhavlin","NEW"," ---","OutOfMemoryError: GC overhead limit exceeded","2017-12-06 18:12:34","All","P3","normal","OutOfMemoryError: GC overhead limit exceeded"
270902,"platform","Window System","saubrecht","NEW"," ---","OutOfMemoryError: Java heap space","2017-07-17 16:13:47","All","P3","normal","OutOfMemoryError: Java heap space"
268701,"cnd","Navigation","vv159170","NEW"," ---","NullPointerException at org.netbeans.modules.cnd.refactoring.ui.WhereUsedPanel.getScopeProject","2017-03-30 14:42:13","All","P3","normal","NullPointerException at org.netbeans.modules.cnd.refactoring.ui.WhereUsedPanel.getScopeProject"
177536,"java","Compiler","dbalek","NEW"," ---","""Uncompilable source code - cannot find symbol"" thrown unnecessarily from <clinit>","2018-11-30 22:28:21","Windows 10 x64","P3","normal","""Uncompilable source code - cannot find symbol"" thrown unnecessarily from <clinit>"
235109,"java","Compiler","dbalek","NEW"," ---","AssertionError at com.sun.tools.javac.util.Assert.error","2017-09-14 03:53:25","Windows 10 x64","P3","normal","AssertionError at com.sun.tools.javac.util.Assert.error"
270656,"javaee","Persistence","sj-nb","NEW"," ---","NullPointerException at org.netbeans.modules.j2ee.persistence.wizard.jpacontroller.JpaControllerGenerator.generateJpaController","2017-05-16 16:13:37","All","P3","normal","NullPointerException at org.netbeans.modules.j2ee.persistence.wizard.jpacontroller.JpaControllerGenerator.generateJpaController"
269585,"editor","Painting & Printing","mmetelka","NEW"," ---","ArrayIndexOutOfBoundsException: -536809127","2017-01-17 19:05:58","All","P3","normal","ArrayIndexOutOfBoundsException: -536809127"
271828,"editor","Formatting & Indentation","dbalek","NEW"," ---","Text alignment should be 'center' in distraction free mode to avoid wasting workspace","2017-11-20 06:39:15","All","P3","normal","Text alignment should be 'center' in distraction free mode to avoid wasting workspace"
271014,"php","PHPUnit","issues","NEW"," ---","Warning after deleting files","2017-07-01 09:50:25","Linux","P3","normal","Warning after deleting files"
270123,"editor","Parsing & Indexing","tzezula","NEW"," ---","org.apache.lucene.index.IndexFormatTooOldException: Format version is not supported (resource: ChecksumIndexInput(NIOFSIndexInput(path=""/home/davide/.cache/netbeans/8.2/cnd/model/text_index/segments_t","2017-03-19 22:40:01","All","P3","normal","org.apache.lucene.index.IndexFormatTooOldException: Format version is not supported (resource: ChecksumIndexInput(NIOFSIndexInput(path=""/home/davide/.cache/netbeans/8.2/cnd/model/text_index/segments_t"
258530,"platform","Filesystems","jhavlin","NEW"," ---","OutOfMemoryError: GC overhead limit exceeded","2018-04-02 15:53:47","All","P3","normal","OutOfMemoryError: GC overhead limit exceeded"
271383,"editor"," -- Other --","mkristofic","NEW"," ---","Select in Projects donsn't work in Module projects type","2017-08-28 08:54:19","Linux","P3","normal","Select in Projects donsn't work in Module projects type"
270569,"ide","UI","issues","NEW"," ---","Terminal initialization","2017-05-05 08:26:05","Windows 7","P3","normal","Terminal initialization"
271757,"ide","UI","issues","NEW"," ---","Help->Online Docs and support  leads to non exesting  http://www.netbeans.org/kb/index.html","2017-11-05 09:09:25","Windows 10","P3","normal","Help->Online Docs and support  leads to non exesting  http://www.netbeans.org/kb/index.html"
270904,"python","Editor","mr_lou_d","NEW"," ---","BACKGROUND SCANNING OF PYTHON PROJECT NEVER STOPS","2017-06-22 21:39:47","Windows 10 x64","P3","normal","BACKGROUND SCANNING OF PYTHON PROJECT NEVER STOPS"
270000,"projects","Maven","tstupka","NEW"," ---","OutOfMemoryError: GC overhead limit exceeded","2017-03-06 14:12:49","All","P3","normal","OutOfMemoryError: GC overhead limit exceeded"
269050,"java","Source","bondolo","STARTED"," ---","Improve java source reformatting of try and synchronized blocks with control structures","2018-02-20 11:19:11","All","P3","normal","Improve java source reformatting of try and synchronized blocks with control structures"
271294,"web","HTML Editor","mkristofic","NEW"," ---","PhantomGhost","2017-08-15 05:26:24","Linux","P3","normal","PhantomGhost"
270443,"projects","Generic Infrastructure","tstupka","NEW"," ---","As a developer I want to select the remote server for upload","2017-04-21 07:39:10","Linux","P3","normal","As a developer I want to select the remote server for upload"
271669,"php","Code","issues","NEW"," ---","PhpDoc mistake into the pcre.php","2017-10-18 17:20:01","Linux","P3","normal","PhpDoc mistake into the pcre.php"
268513,"docker","Infrastructure","phejl","NEW"," ---","NullPointerException at org.netbeans.modules.docker.api.DockerImage.<init>","2017-06-11 10:46:16","All","P3","normal","NullPointerException at org.netbeans.modules.docker.api.DockerImage.<init>"
242190,"editor"," -- Other --","mkristofic","REOPENED"," ---","It is not possible to interrupt the scanning process","2017-02-19 13:05:36","Linux","P3","normal","It is not possible to interrupt the scanning process"
245621,"editor","Code folding","sdedic","NEW"," ---","org.netbeans.editor.BaseDocument.extWriteLock: LowPerformance took 62276 ms.","2018-01-10 08:46:53","All","P3","normal","org.netbeans.editor.BaseDocument.extWriteLock: LowPerformance took 62276 ms."
270448,"editor","Parsing & Indexing","tzezula","NEW"," ---","org.netbeans.modules.parsing.impl.indexing.URLCache.findFileObject: LowPerformance took 26306 ms.","2017-08-02 13:28:55","All","P3","normal","org.netbeans.modules.parsing.impl.indexing.URLCache.findFileObject: LowPerformance took 26306 ms."
270347,"ide","libs","issues","NEW"," ---","various jars missing from Hibernate 4.3.x(JPA2.1) library","2017-04-10 14:18:53","Linux","P3","normal","various jars missing from Hibernate 4.3.x(JPA2.1) library"
