"Bug ID","Product","Component","Assignee","Status","Resolution","Summary","Changed","OS","Priority","Severity","Summary"
134921,"soa","Binding Components","vchellasamy","NEW"," ---","FAST:EAP:KBC FAST:PRIORITY:2-URGENT MQ BC does not appear to re-attach correctly to MQ manager","2009-06-09 21:09:08","All","P2","blocker","FAST:EAP:KBC FAST:PRIORITY:2-URGENT MQ BC does not appear to re-attach correctly to MQ manager"
73756,"serverplugins","JBoss","lkotouc","NEW"," ---","JBoss HSQLDB registration","2011-03-23 10:25:04","All","P2","blocker","JBoss HSQLDB registration"
165124,"javascript","Editor","ppisl","NEW"," ---","""Import"" functionlity requirement in web project.","2014-01-16 10:28:28","All","P2","blocker","""Import"" functionlity requirement in web project."
98468,"projects","Libraries","tzezula","NEW"," ---","Don't list every item of library separately in Libraries view","2011-08-31 14:07:00","All","P2","blocker","Don't list every item of library separately in Libraries view"
127415,"ruby","Code Completion","issues","NEW"," ---","Code completion does not pick up class methods defined as attribute accessors","2011-01-28 20:11:31","Mac OS X","P2","blocker","Code completion does not pick up class methods defined as attribute accessors"
62614,"platform","Window System","saubrecht","NEW"," ---","Use Classloader info to close module TCs on module disablement","2011-01-28 14:16:15","All","P2","blocker","Use Classloader info to close module TCs on module disablement"
156410,"ruby","Debugger","issues","REOPENED"," ---","Breakpoints are not hit in a RoR application","2011-01-28 20:12:58","Mac OS X","P2","blocker","Breakpoints are not hit in a RoR application"
94392,"obsolete","visualweb","wjprakash","NEW"," ---","The component disappears from visual page designer when rendered and bound to the bean property.","2007-04-30 19:19:58","Windows XP","P2","blocker","The component disappears from visual page designer when rendered and bound to the bean property."
122258,"editor","Hints & Annotations","mkristofic","NEW"," ---","Load annotation type by file name","2013-09-04 13:14:34","All","P2","blocker","Load annotation type by file name"
48079,"projects","Ant Freeform","tstupka","NEW"," ---","Permit multiple context's in ide-actions/action with differently formatted properties","2014-05-12 13:10:33","All","P2","blocker","Permit multiple context's in ide-actions/action with differently formatted properties"
151085,"ruby","Code","issues","NEW"," ---","IDE extendible and/or scriptable with Ruby","2011-01-28 20:12:47","All","P2","blocker","IDE extendible and/or scriptable with Ruby"
90133,"debugger","Code","issues","STARTED"," ---","[Study][DB-1] Running multiple debugging sessions accidentally","2009-12-10 06:41:32","All","P2","blocker","[Study][DB-1] Running multiple debugging sessions accidentally"
113445,"obsolete","visualweb","sandipchitale","NEW"," ---","When editing a JSP in a cloned window of the visual designer, the visual designer needs to be refreshed to show the change","2008-07-07 12:50:55","All","P2","blocker","When editing a JSP in a cloned window of the visual designer, the visual designer needs to be refreshed to show the change"
25754,"obsolete","vcsgeneric","mentlicher","NEW"," ---","I18N - Quote the localized messages in input descriptors of all profiles.","2006-12-04 21:08:51","All","P2","blocker","I18N - Quote the localized messages in input descriptors of all profiles."
142017,"third-party"," -- Other --","issues","REOPENED"," ---","ClassNotFoundException: Cannot instantiate com.dotfx.netbeans.LaunchAction for MultiFileObject@196a671[Actions/Tools/com-dotfx-netbeans-LaunchAction.instance]","2011-11-18 19:14:07","All","P2","blocker","ClassNotFoundException: Cannot instantiate com.dotfx.netbeans.LaunchAction for MultiFileObject@196a671[Actions/Tools/com-dotfx-netbeans-LaunchAction.instance]"
82929,"javaee","App Client","jungi","NEW"," ---","Improve the way how the client jar is retrieved from the server","2006-08-17 17:52:00","All","P2","blocker","Improve the way how the client jar is retrieved from the server"
176015,"updatecenters","Pluginportal","issues","NEW"," ---","Adding new verifiable NetBeans version does not create corresponding Update Center","2009-11-04 17:09:01","All","P2","blocker","Adding new verifiable NetBeans version does not create corresponding Update Center"
105805,"soa","XSLT","lativ","NEW"," ---","IOException building old xslt project","2007-08-22 13:15:51","All","P2","blocker","IOException building old xslt project"
135580,"uml","Diagram Sequence","issues","NEW"," ---","no prompt to create new representing classifier in sequence diagram","2008-06-27 19:24:01","All","P2","blocker","no prompt to create new representing classifier in sequence diagram"
76901,"javaee","Code","pbuzek","NEW"," ---","Use friend-packages in the project metadata of modules exporting friend API","2006-11-16 18:21:33","All","P2","blocker","Use friend-packages in the project metadata of modules exporting friend API"
167788,"soa","BPEL Project","issues","NEW"," ---","SOA modules Project System Refactoring","2009-11-09 00:58:36","All","P2","blocker","SOA modules Project System Refactoring"
99519,"uml","General","issues","NEW"," ---","Usability: Compartment|Customize dialog redesign","2008-06-27 19:26:47","All","P2","blocker","Usability: Compartment|Customize dialog redesign"
129558,"platform","Navigator","JPESKA","NEW"," ---","Use MIME lookup to register navigator panels","2012-09-22 21:25:59","All","P2","blocker","Use MIME lookup to register navigator panels"
66017,"java","Project","tzezula","NEW"," ---","Provide option for .class destination dir","2011-08-31 14:06:04","Windows ME/2000","P2","blocker","Provide option for .class destination dir"
157576,"java","Project","tzezula","REOPENED"," ---","copylibstask should be deleted and standard ant tasks used instead","2011-09-09 18:44:41","All","P2","blocker","copylibstask should be deleted and standard ant tasks used instead"
94700,"obsolete","visualweb","gjmurphy","NEW"," ---","RFE: Checkbox > Bind to Data should set selected and selectedValue","2007-12-07 16:41:15","Windows XP","P2","blocker","RFE: Checkbox > Bind to Data should set selected and selectedValue"
123114,"platform","Window System","issues","STARTED"," ---","Tabs - new tabs layout of view type windows","2010-08-11 13:31:12","All","P2","blocker","Tabs - new tabs layout of view type windows"
52936,"java","Freeform","tzezula","NEW"," ---","Need a way to add dependent project to a free-form project","2010-01-11 04:28:34","Linux","P2","blocker","Need a way to add dependent project to a free-form project"
152452,"ide","Schema2Beans","tspiva","NEW"," ---","allow overriding get/set method names for a property","2009-02-19 23:02:11","All","P2","blocker","allow overriding get/set method names for a property"
91380,"xml","Validation","issues","NEW"," ---","New validator needed: when assign is not defined with copy elements error is not clear","2008-03-04 17:16:40","All","P2","blocker","New validator needed: when assign is not defined with copy elements error is not clear"
114799,"xml","Schema Tools","sonali","NEW"," ---","Default folder is empty for new XML file","2007-10-02 18:32:38","All","P2","blocker","Default folder is empty for new XML file"
30104,"javaee","Code","ppisl","NEW"," ---","Tag Usage: tag directive code completion","2006-12-04 22:07:30","All","P2","blocker","Tag Usage: tag directive code completion"
143213,"platform","Graph","issues","NEW"," ---","Need API to paint individual widget to a specified Graphics2D object","2012-08-05 02:18:27","All","P2","blocker","Need API to paint individual widget to a specified Graphics2D object"
84192,"xml","Schema Tools","bhate","NEW"," ---","Make the lists (with exception of sequence) alphabetically ordered.","2006-09-05 17:07:17","All","P2","blocker","Make the lists (with exception of sequence) alphabetically ordered."
107081,"serverplugins","Infrastructure","phejl","NEW"," ---","Need API support for deleting/renaming datasources","2007-08-30 17:36:59","Mac OS X","P2","blocker","Need API support for deleting/renaming datasources"
136340,"java","Platform","tzezula","NEW"," ---","Have appletviewer ""remember"" last display position","2011-08-31 14:07:55","Windows XP","P2","blocker","Have appletviewer ""remember"" last display position"
78390,"uml","Diagram Class","issues","NEW"," ---","Should be possible to create ""interface datatype"" or ""interface"" without generating source code","2006-08-31 03:23:53","Windows XP","P2","blocker","Should be possible to create ""interface datatype"" or ""interface"" without generating source code"
169514,"xml","WSDL Model","skini","NEW"," ---","It's necessary to cache models imported to WSDL","2009-12-14 11:56:25","All","P2","blocker","It's necessary to cache models imported to WSDL"
100566,"javame","Visual Designer","kharezlak","NEW"," ---","PushRegistry as a starting point of MIDlet","2008-05-05 10:48:25","All","P2","blocker","PushRegistry as a starting point of MIDlet"
131413,"javaee","Code","tor","NEW"," ---","Some GSF tasks are not cancellable","2008-04-30 15:24:45","All","P2","blocker","Some GSF tasks are not cancellable"
68099,"java","Project","tzezula","NEW"," ---","Provide commandline parameters for start/debug/test single class","2011-08-31 14:06:08","Windows ME/2000","P2","blocker","Provide commandline parameters for start/debug/test single class"
159570,"utilities","Test Runner","theofanis","NEW"," ---","Overly general Project argument to TestSession","2011-11-14 18:10:24","All","P2","blocker","Overly general Project argument to TestSession"
95135,"javaee","Code","issues","NEW"," ---","undeploy action from project explorer","2008-01-05 02:06:05","All","P2","blocker","undeploy action from project explorer"
123913,"java","Source","moonko","NEW"," ---","Code completion only shows arg0, arg1, unless you know what to do","2013-07-15 12:08:29","All","P2","blocker","Code completion only shows arg0, arg1, unless you know what to do"
56561,"editor"," -- Other --","mkristofic","NEW"," ---","Smart selection should be more granular","2013-03-17 01:21:36","All","P2","blocker","Smart selection should be more granular"
153669,"serverplugins","WebServer 7","kishore320","NEW"," ---","Cannot select configuration to deploy to on remote server","2010-03-23 14:42:47","All","P2","blocker","Cannot select configuration to deploy to on remote server"
92277,"serverplugins","JBoss","lkotouc","NEW"," ---","Problem while working with JBoss with secured JMX invoker","2008-10-28 23:09:23","Windows XP","P2","blocker","Problem while working with JBoss with secured JMX invoker"
117080,"soa","Composite Application","tli","NEW"," ---","[60cat] making a web reference to a soa composite app","2008-05-06 15:34:15","All","P2","blocker","[60cat] making a web reference to a soa composite app"
33273,"obsolete","xtest","issues","NEW"," ---","Localizable golden files","2006-12-04 08:45:07","Linux","P2","blocker","Localizable golden files"
117176,"ruby","Project","issues","NEW"," ---","Support needed for more execution/debug options","2011-01-28 20:10:57","All","P2","blocker","Support needed for more execution/debug options"
34339,"debugger","Code","mentlicher","NEW"," ---","Update Programmers Guide","2011-08-31 14:11:39","All","P2","blocker","Update Programmers Guide"
146020,"editor","Lexer","mmetelka","NEW"," ---","TokenHierarchy.joinedTokenSequenceList(LanguagePath, from, to) method","2008-09-03 10:58:53","All","P2","blocker","TokenHierarchy.joinedTokenSequenceList(LanguagePath, from, to) method"
85670,"contrib","JMX","jfdenise","NEW"," ---","Exception occures at the start and stop of cacao server","2006-09-25 10:34:03","Solaris","P2","blocker","Exception occures at the start and stop of cacao server"
108443,"obsolete","visualweb","wjprakash","NEW"," ---","Users want prerender() in page fragment","2007-07-10 02:07:09","All","P2","blocker","Users want prerender() in page fragment"
137318,"php","Code","ppisl","NEW"," ---","Update Editor category in Tools-Options according to the UI spec","2010-09-17 05:28:46","All","P2","blocker","Update Editor category in Tools-Options according to the UI spec"
79229,"profiler","Base","issues","NEW"," ---","Known issues of Profiling Points","2009-05-25 21:03:39","All","P2","blocker","Known issues of Profiling Points"
171520,"javaee","Wicket","issues","NEW"," ---","NullPointerException at com.sun.tools.javac.api.JavacTrees.getElement","2011-04-30 21:33:37","All","P2","blocker","NullPointerException at com.sun.tools.javac.api.JavacTrees.getElement"
102165,"uml","Reverse Engineering","issues","REOPENED"," ---","Conversion of java-centric UML to regular and vice versa","2007-04-24 01:19:45","All","P2","blocker","Conversion of java-centric UML to regular and vice versa"
132943,"soa","SQL Project","nav064","REOPENED"," ---","I18N - wsdl_from_db document has square boxes in it","2009-01-13 06:44:41","Windows XP","P2","blocker","I18N - wsdl_from_db document has square boxes in it"
70860,"obsolete","collab","issues","NEW"," ---","Tools->Diff for shared and local files","2009-06-02 14:30:06","All","P2","blocker","Tools->Diff for shared and local files"
161370,"xml","Text-Edit","sdedic","NEW"," ---","Create folds for multiline comments","2016-07-19 20:38:44","All","P2","blocker","Create folds for multiline comments"
96177,"javaee","EJB Project","issues","NEW"," ---","API for inserting nodes into project ui","2008-01-29 09:47:37","All","P2","blocker","API for inserting nodes into project ui"
124683,"soa","BPEL Project","slunegov","NEW"," ---","FAST: Too many steps to expose Java logic to BPEL process","2008-04-30 15:43:59","All","P2","blocker","FAST: Too many steps to expose Java logic to BPEL process"
57997,"javaee","EAR","issues","NEW"," ---","alt-dd support","2008-04-09 01:15:35","All","P2","blocker","alt-dd support"
154788,"xml","Text-Edit","samaresh","NEW"," ---","Migrate XML Syntax support to use Lexer.","2011-11-20 08:39:27","All","P2","blocker","Migrate XML Syntax support to use Lexer."
93871,"obsolete","visualweb","wjprakash","NEW"," ---","Designer should rely only on design-time API for communicating size and position data to components","2007-02-01 21:48:01","All","P2","blocker","Designer should rely only on design-time API for communicating size and position data to components"
118581,"profiler","Base","issues","NEW"," ---","Merged Paths for Heap Dumps","2012-06-21 15:53:46","All","P2","blocker","Merged Paths for Heap Dumps"
36710,"guibuilder","Code","issues","NEW"," ---","Setting the Background in the gui-editor on a JApplet has no effect.","2017-06-27 10:04:28","All","P2","blocker","Setting the Background in the gui-editor on a JApplet has no effect."
148435,"xml","JAXB","gmpatil","NEW"," ---","Unable to add JAXB bindings to JavaFX Project","2009-02-19 23:31:38","All","P2","blocker","Unable to add JAXB bindings to JavaFX Project"
87593,"uml","Code Generation","issues","NEW"," ---","Classpath config for codegen to resolve not-fully-qualified types","2007-07-03 23:07:56","All","P2","blocker","Classpath config for codegen to resolve not-fully-qualified types"
109932,"uml","Reverse Engineering","issues","NEW"," ---","Model Element Overwrite Authorization dialog appears every time I reverse engineer.","2007-07-17 00:04:01","All","P2","blocker","Model Element Overwrite Authorization dialog appears every time I reverse engineer."
138661,"java","Project","tzezula","NEW"," ---","Override the javac.classpath property in -do-compile task","2011-08-31 14:07:58","All","P2","blocker","Override the javac.classpath property in -do-compile task"
80928,"uml","Reverse Engineering","issues","NEW"," ---","Issues with generic methods","2010-08-16 19:38:42","All","P2","blocker","Issues with generic methods"
173335,"javaee","Persistence","sj-nb","NEW"," ---","derived/dependent identities not mapped correctly","2009-10-01 20:00:44","All","P2","blocker","derived/dependent identities not mapped correctly"
103568,"serverplugins","JBoss","mmocnak","NEW"," ---","jboss tests fail to compile","2007-08-03 10:12:34","All","P2","blocker","jboss tests fail to compile"
133990,"uml","Code Generation","lvv","NEW"," ---","UML code gen support for JSR 223","2008-06-26 21:53:34","All","P2","blocker","UML code gen support for JSR 223"
72291,"versioncontrol","CVS","issues","NEW"," ---","Where's the CVS History Window","2007-01-04 17:14:01","All","P2","blocker","Where's the CVS History Window"
162860,"updatecenters","Stable","michaelnazarov","NEW"," ---","The 65patch5","2009-05-13 15:27:40","All","P2","blocker","The 65patch5"
97269,"soa","XSLT","alexeyyarmolenko","REOPENED"," ---","XSLT Editor leaves out of account the values of  minOccurs and maxOccurs attributes of the elements of the target schema","2007-08-22 15:46:56","Windows XP","P2","blocker","XSLT Editor leaves out of account the values of  minOccurs and maxOccurs attributes of the elements of the target schema"
126308,"obsolete","visualweb","wjprakash","REOPENED"," ---","java.net.UnknownHostException: java.sun.com","2012-04-14 07:44:26","Windows XP","P2","blocker","java.net.UnknownHostException: java.sun.com"
60762,"versioncontrol","CVS","pkuzel","NEW"," ---","Checkout is confusing if error occurs.","2007-01-04 17:14:01","All","P2","blocker","Checkout is confusing if error occurs."
155485,"third-party"," -- Other --","claudio4j","NEW"," ---","NullPointerException at java.io.File.<init>","2012-06-24 03:38:29","All","P2","blocker","NullPointerException at java.io.File.<init>"
94145,"obsolete","visualweb","jbaker","NEW"," ---","Use design time ContextMethod APIs to add cleanup code for dataproviders and rowsets","2008-02-27 07:46:13","All","P2","blocker","Use design time ContextMethod APIs to add cleanup code for dataproviders and rowsets"
121097,"javaee","JSP","issues","REOPENED"," ---","CC accomplished at midle of a word","2014-01-16 10:29:16","All","P2","blocker","CC accomplished at midle of a word"
42622,"javaee","HTTP Monitor","issues","NEW"," ---","Allow the user to filter out requests that they don't want to see","2007-08-30 17:29:53","Windows ME/2000","P2","blocker","Allow the user to filter out requests that they don't want to see"
150231,"ruby","Testing","issues","NEW"," ---","cucumber support in NetBeans","2013-03-03 23:55:20","All","P2","blocker","cucumber support in NetBeans"
89299,"uml","General Diagram","issues","NEW"," ---","focus in name compartment is not highlighted for element with stereotype","2008-06-27 18:43:45","All","P2","blocker","focus in name compartment is not highlighted for element with stereotype"
111748,"javaee","Persistence","abadea","NEW"," ---","Move PersistenceMetadata to j2ee/persistenceapi","2007-08-02 14:34:20","All","P2","blocker","Move PersistenceMetadata to j2ee/persistenceapi"
139814,"obsolete","visualweb","sandipchitale","NEW"," ---","Execute Code in Design Time","2008-07-14 21:19:17","All","P2","blocker","Execute Code in Design Time"
81716,"javaee","Persistence","abadea","REOPENED"," ---","Entity Classes from DB: cannot generate from tables without primary keys","2017-07-13 18:42:24","Windows 7","P2","blocker","Entity Classes from DB: cannot generate from tables without primary keys"
175468,"utilities","Diff","ovrabec","NEW"," ---","Paths in generated diffs should be from VCS root (if any)","2014-06-05 12:15:10","All","P2","blocker","Paths in generated diffs should be from VCS root (if any)"
104543,"soa","Composite Application","jqian","NEW"," ---","Implement undo/redo support in CASA","2008-03-05 09:55:03","All","P2","blocker","Implement undo/redo support in CASA"
135009,"platform","Output Window","jhavlin","NEW"," ---","Printable Output Tabs","2011-09-01 16:13:39","All","P2","blocker","Printable Output Tabs"
73934,"javaee","Persistence","abadea","NEW"," ---","[55cat] Incomplete refactoring of Java Persistence entity fields/properties","2012-05-12 07:51:30","All","P2","blocker","[55cat] Incomplete refactoring of Java Persistence entity fields/properties"
165224,"webservices","Code","mkuchtiak","NEW"," ---","improvement to template for web service clients","2009-05-28 14:52:06","All","P2","blocker","improvement to template for web service clients"
98477,"javame","Visual Designer","kharezlak","NEW"," ---","Remove import for component when component deleted","2008-05-05 10:46:55","All","P2","blocker","Remove import for component when component deleted"
127422,"webservices","JAX-WS","mkuchtiak","NEW"," ---","Prmpt user for jax-ws and jaxb customization upon jax-ws failures","2008-04-14 17:17:01","All","P2","blocker","Prmpt user for jax-ws and jaxb customization upon jax-ws failures"
62922,"serverplugins","Infrastructure","phejl","REOPENED"," ---","Server resources creation management","2009-04-15 12:39:44","All","P2","blocker","Server resources creation management"
156732,"uml","General","issues","NEW"," ---","I18N - Category labels in Palette window not from properties file","2009-05-25 21:06:26","All","P2","blocker","I18N - Category labels in Palette window not from properties file"
94467,"obsolete","visualweb","wjprakash","NEW"," ---","I18N - provide easier way for faces-config to be modified/and not require it for locale user is in","2007-03-05 21:12:44","Solaris","P2","blocker","I18N - provide easier way for faces-config to be modified/and not require it for locale user is in"
122261,"obsolete","languages","issues","NEW"," ---","Finalize embedding implementation","2009-03-25 15:39:08","All","P2","blocker","Finalize embedding implementation"
48741,"platform","Favorites","ovrabec","NEW"," ---","Merge Favorites view with Files view","2010-10-07 10:58:54","All","P2","blocker","Merge Favorites view with Files view"
151257,"soa"," -- Other --","vchellasamy","NEW"," ---","reflect.UndeclaredThrowableException at $Proxy5.propertyChange","2009-10-14 17:11:53","All","P2","blocker","reflect.UndeclaredThrowableException at $Proxy5.propertyChange"
90194,"uml","Code Generation","issues","NEW"," ---","It should be possible to mark some classes as not valid for code generation","2007-01-10 11:06:27","All","P2","blocker","It should be possible to mark some classes as not valid for code generation"
113509,"third-party"," -- Other --","issues","NEW"," ---","Unable to open folder containing sun IDM objects in the file view","2008-01-15 10:55:51","Windows XP","P2","blocker","Unable to open folder containing sun IDM objects in the file view"
27421,"ide","libs","issues","NEW"," ---","Keep XML libraries up-to-date","2010-12-09 16:28:09","All","P2","blocker","Keep XML libraries up-to-date"
142054,"javaee","Refactoring","issues","NEW"," ---","Inline rename does not work for JSPs","2008-12-10 11:06:23","All","P2","blocker","Inline rename does not work for JSPs"
82991,"javaee","Editor","tslota","NEW"," ---","[verification] Assure correct designation of the owning and inverse sides in relationship annotations","2006-08-18 14:44:31","All","P2","blocker","[verification] Assure correct designation of the owning and inverse sides in relationship annotations"
105868,"uml","Reporting","sherylsu","NEW"," ---","Model report shows class name without template parameters","2007-07-10 16:39:44","All","P2","blocker","Model report shows class name without template parameters"
135627,"cnd","Code Completion","vv159170","STARTED"," ---","Encapsulate fields refactoring","2009-09-25 14:06:20","All","P2","blocker","Encapsulate fields refactoring"
76903,"javaee","EJB","martin_adamek","NEW"," ---","'Enterprise Resouurces > Send E-mail' should offer existing mail sessions","2007-06-18 10:06:17","All","P2","blocker","'Enterprise Resouurces > Send E-mail' should offer existing mail sessions"
167791,"php","Formatting & Indentation","tslota","REOPENED"," ---","php autoformat ""echo <<<EOT "" should not indent","2018-01-05 16:15:04","All","P2","blocker","php autoformat ""echo <<<EOT "" should not indent"
99578,"java","Navigation","tzezula","NEW"," ---","Navigator should allow to move variables between scopes","2009-10-26 11:31:25","All","P2","blocker","Navigator should allow to move variables between scopes"
129766,"platform","Window System","saubrecht","NEW"," ---","report on window layout","2013-09-03 12:54:27","All","P2","blocker","report on window layout"
66098,"versioncontrol","CVS","issues","NEW"," ---","Generating changelogs for project(s)","2007-01-04 17:14:01","All","P2","blocker","Generating changelogs for project(s)"
157662,"uml","Reverse Engineering","issues","NEW"," ---","a better modeling and RE in inline with JavaBeans properties","2009-01-30 15:41:52","All","P2","blocker","a better modeling and RE in inline with JavaBeans properties"
94701,"obsolete","visualweb","gjmurphy","NEW"," ---","RFE: Need an easy to bind components to IMAGE/LOB database datatypes","2007-12-07 16:41:15","Windows XP","P2","blocker","RFE: Need an easy to bind components to IMAGE/LOB database datatypes"
